iter	RMSE
606	1182.570662
607	1182.531583
608	1182.508207
609	1182.416289
610	1182.328889
611	1182.256021
612	1182.165879
613	1182.139056
614	1182.063997
615	1182.036743
616	1181.965399
617	1181.931991
618	1181.90214
619	1181.82056
620	1181.760508
621	1181.741298
622	1181.6966
623	1181.628768
624	1181.576418
625	1181.481084
626	1181.437983
627	1181.316661
628	1181.267175
629	1181.224253
630	1181.184525
631	1181.12916
632	1181.079253
633	1180.987644
634	1180.904449
635	1180.844941
636	1180.764561
637	1180.719031
638	1180.642773
639	1180.575916
640	1180.471151
641	1180.414927
642	1180.352818
643	1180.333029
644	1180.259232
645	1180.212622
646	1180.148368
647	1180.095428
648	1180.047041
649	1179.965864
650	1179.889676
651	1179.828558
652	1179.793911
653	1179.765051
654	1179.722914
655	1179.67302
656	1179.620784
657	1179.559562
658	1179.509795
659	1179.443148
660	1179.390017
661	1179.345797
662	1179.289104
663	1179.228686
664	1179.135949
665	1179.090803
666	1179.064409
667	1179.052302
668	1179.009006
669	1178.982078
670	1178.910856
671	1178.861993
672	1178.78969
673	1178.721126
674	1178.664439
675	1178.613328
676	1178.564741
677	1178.513315
678	1178.473805
679	1178.453614
680	1178.410311
681	1178.380052
682	1178.362923
683	1178.327902
684	1178.23487
685	1178.206093
686	1178.191002
687	1178.15891
688	1178.129953
689	1178.07297
690	1178.035232
691	1177.999103
692	1177.960256
693	1177.937348
694	1177.884015
695	1177.752685
696	1177.690798
697	1177.62667
698	1177.589413
699	1177.559597
700	1177.535128
701	1177.51477
702	1177.491927
703	1177.439254
704	1177.421761
705	1177.396618
706	1177.357455
707	1177.322974
708	1177.243127
709	1177.217812
710	1177.137349
711	1177.104739
712	1177.000632
713	1176.94002
714	1176.904866
715	1176.867302
716	1176.849922
717	1176.798648
718	1176.785967
719	1176.773817
720	1176.678049
721	1176.653439
722	1176.593891
723	1176.564334
724	1176.453887
725	1176.41707
726	1176.367249
727	1176.319054
728	1176.302885
729	1176.248942
730	1176.178281
731	1176.141744
732	1176.103237
733	1176.06364
734	1176.009781
735	1175.921679
736	1175.872425
737	1175.852719
738	1175.785879
739	1175.745921
740	1175.69134
741	1175.645252
742	1175.589792
743	1175.513488
744	1175.483165
745	1175.463542
746	1175.433178
747	1175.395379
748	1175.356873
749	1175.29356
750	1175.237105
751	1175.219309
752	1175.197384
753	1175.149754
754	1175.12428
755	1175.084106
756	1175.058431
757	1175.041595
758	1175.0046
759	1174.966896
760	1174.925284
761	1174.914071
762	1174.86786
763	1174.822091
764	1174.772532
765	1174.741071
766	1174.665257
767	1174.619503
768	1174.593014
769	1174.548112
770	1174.499505
771	1174.477378
772	1174.415594
773	1174.335272
774	1174.302217
775	1174.270073
776	1174.226726
777	1174.198009
778	1174.169124
779	1174.136223
780	1174.09629
781	1174.066799
782	1174.048632
783	1174.024915
784	1173.953073
785	1173.883452
786	1173.832087
787	1173.772754
788	1173.703412
789	1173.649072
790	1173.540854
791	1173.479705
792	1173.448447
793	1173.387
794	1173.354411
795	1173.33352
796	1173.29816
797	1173.264738
798	1173.243466
799	1173.187438
800	1173.148374
801	1173.12806
802	1173.0887
803	1173.022755
804	1172.967682
805	1172.905406
806	1172.861217
807	1172.788633
808	1172.759978
809	1172.709885
810	1172.671428
811	1172.643231
812	1172.610974
813	1172.581194
814	1172.549476
815	1172.501205
816	1172.458797
817	1172.398117
818	1172.357699
819	1172.350847
820	1172.281095
821	1172.269009
822	1172.24019
823	1172.176553
824	1172.138704
825	1172.108447
826	1172.057418
827	1172.01084
828	1171.931982
829	1171.909827
830	1171.875967
831	1171.832336
832	1171.779191
833	1171.755621
834	1171.72699
835	1171.693294
836	1171.634542
837	1171.57478
838	1171.548828
839	1171.464728
840	1171.391345
841	1171.32989
842	1171.295631
843	1171.25305
844	1171.186414
845	1171.166447
846	1171.106151
847	1171.06625
848	1171.000725
849	1170.929003
850	1170.845238
851	1170.822723
852	1170.801625
853	1170.746711
854	1170.728137
855	1170.706636
856	1170.645938
857	1170.613094
858	1170.581855
859	1170.558243
860	1170.492916
861	1170.456112
862	1170.433039
863	1170.420471
864	1170.401038
865	1170.335142
866	1170.313264
867	1170.294494
868	1170.266459
869	1170.224648
870	1170.1922
871	1170.148394
872	1170.12794
873	1170.04932
874	1170.012856
875	1169.951375
876	1169.912905
877	1169.888311
878	1169.867892
879	1169.847685
880	1169.812665
881	1169.787524
882	1169.725859
883	1169.686137
884	1169.604879
885	1169.583186
886	1169.523453
887	1169.462062
888	1169.412782
889	1169.353224
890	1169.2984
891	1169.264773
892	1169.240176
893	1169.205355
894	1169.169336
895	1169.139665
896	1169.130642
897	1169.092968
898	1169.023785
899	1168.959306
900	1168.899356
901	1168.807378
902	1168.730185
903	1168.632451
904	1168.59852
905	1168.529687
906	1168.459945
907	1168.406616
908	1168.376894
909	1168.348568
910	1168.325528
911	1168.286886
912	1168.220159
913	1168.150749
914	1168.120799
915	1168.099171
916	1168.053066
917	1168.038071
918	1168.003429
919	1167.971741
920	1167.927415
921	1167.867602
922	1167.82334
923	1167.806095
924	1167.767449
925	1167.74414
926	1167.734635
927	1167.6317
928	1167.571464
929	1167.515986
930	1167.510234
931	1167.492478
932	1167.478968
933	1167.457155
934	1167.425127
935	1167.392204
936	1167.375916
937	1167.351333
938	1167.329897
939	1167.322365
940	1167.276577
941	1167.225266
942	1167.188955
943	1167.159276
944	1167.126465
945	1167.08656
946	1167.026705
947	1167.003147
948	1166.94743
949	1166.916997
950	1166.89928
951	1166.849656
952	1166.791449
953	1166.727882
954	1166.665413
955	1166.55917
956	1166.551524
957	1166.491555
958	1166.456931
959	1166.424209
960	1166.368621
961	1166.32745
962	1166.301938
963	1166.267883
964	1166.207624
965	1166.17974
966	1166.120261
967	1166.083738
968	1166.059793
969	1166.013748
970	1165.929719
971	1165.858922
972	1165.827585
973	1165.710365
974	1165.67594
975	1165.549878
976	1165.488601
977	1165.410366
978	1165.376354
979	1165.348736
980	1165.309297
981	1165.267655
982	1165.167433
983	1165.162576
984	1165.137841
985	1165.081759
986	1165.036061
987	1164.987069
988	1164.969514
989	1164.932323
990	1164.891817
991	1164.833319
992	1164.792861
993	1164.751787
994	1164.712452
995	1164.685894
996	1164.628679
997	1164.596168
998	1164.543529
999	1164.519179
